[10, 17, 24, 31, 37, 43, 50, 56, 63]
[10, 18, 26, 31, 35, 39, 44, 48, 52, 55]
[10, 18, 26, 32, 38, 44, 49, 53, 57, 61]
[10, 18, 26, 32, 38, 44, 49, 54, 59, 63]
[10, 16, 23, 29, 35, 42, 48, 54, 60, 65]
[10, 15, 20, 25, 30, 34, 38, 41, 47, 51]
[10, 15, 20, 25, 31, 36, 40, 45, 49, 52, 56]
[10, 16, 22, 28, 34, 39, 45, 50, 54, 59, 63]
[10, 16, 22, 29, 35, 40, 46, 51, 55, 60]
[10, 18, 26, 32, 38, 44, 49, 53, 57, 62, 65]
[10, 17, 24, 30, 36, 43, 49, 54, 60, 65]
[10, 17, 24, 30, 36, 43, 49, 55, 61, 67]
[10, 16, 23, 29, 34, 41, 47, 53, 58, 63]
[10, 15, 20, 25, 30, 34, 38, 41, 47, 51, 54]
[10, 16, 22, 28, 34, 40, 46, 51, 55, 60, 65]
[10, 17, 23, 29, 35, 41, 48, 53, 59, 65]
[10, 16, 22, 28, 34, 40, 47, 52, 58, 63]
[10, 15, 20, 25, 31, 36, 40, 46, 51, 55, 60]
[10, 16, 21, 26, 31, 35, 39, 43, 48, 52, 56]
[10, 16, 22, 28, 34, 40, 46, 51, 55, 60]
[10, 17, 23, 29, 35, 41, 48, 53, 59, 65]
